"Price","Sq.feet","Title","Address","Date.Posted","Building.Type","Bedrooms","Bathrooms","Utilities","Wi.Fi.and.More","Parking.Included","Agreement.Type","Move.In.Date","Pet.Friendly","Furnished","Air.Conditioning","Personal.Outdoor.Space","Smoking.Permitted","Appliances","Amenities","Description","Visit.Counter","url"
2395,600,"LUXURIOUS 1 BEDROOM, 1 BATHROOM CONDO WITH STUNNING VIEWS!","33 Shore Breeze Dr, Etobicoke, ON, M8V 0G1","2024-03-12 13:30:23","Apartment","1","1",NA,"Not Included","1","1 Year","April 22, 2024","No","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher","Gym, Pool, Concierge, 24 Hour Security, Storage Space","LUXURIOUS 1 BEDROOM, 1 BATHROOM CONDO WITH STUNNING VIEWS!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxurious-1-bedroom-1-bathroom-condo-with-stunning-views/1686116560"
2300,630,"$2300/MN + HYDRO SPACIOUS 1 BED CONDO EGLINGTON/DVP AVL APR 1","181 Wynford Drive, North York, ON","2024-02-29 17:39:56","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","1","1 Year","April 1, 2024","No","No","Yes","Balcony","No","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Elevator in Building","AVAILABLE APRIL 1",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2300-mn-hydro-spacious-1-bed-condo-eglington-dvp-avl-apr-1/1686849204"
2850,729,"2473 Dufferin, Toronto- Newly Renovated 2 bedroom","Dufferin St, Toronto, ON M6B 3P9","2024-02-16 17:27:53","Apartment","2","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","1","1 Year","December 11, 2023","Limited","No","No","Not Included","Outdoors only","Laundry (In Building), Fridge / Freezer",NA,"Renovated with new kitchen counter tops, cabinets, stainless steel appliances, hardwood floors, and a new on‑site laundry.
2473 Dufferin offers spacious 1 and 2 bedroom units filled with light in the heart of a vibrant neighbourhood with easy access by road or transit.","137 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2473-dufferin-toronto-newly-renovated-2-bedroom/1678812010"
2434,572,"310-312 Lonsdale Road - 1 Bedroom Apartment for Rent","312 Lonsdale Road, Toronto, ON, M4V 1X4","2024-03-14 00:09:49","Apartment","1","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No",NA,NA,"Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/310-312-lonsdale-road-1-bedroom-apartment-for-rent/1685200366"
2195,628,"2893 & 2897 St. Clair Ave. E - 1 Bedroom Apartment for Rent","2897 St Clair Avenue East, Toronto, ON, M4B 1N5","2024-03-08 14:00:00","Apartment","1","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year","May 1, 2024","No","No","No","Not Included","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building","Building Features",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2893-2897-st-clair-ave-e-1-bedroom-apartment-for-rent/1687611796"
1700,600,"1 bedroom basement apartment","Scarborough, ON M1K 1W7",NA,"House","1","1","Hydro_Yes,Heat_No,Water_Yes","Cable / TV","1","1 Year","January 22, 2024","No","No","Yes","Not Included","No","Laundry (In Unit), Fridge / Freezer",NA,"This newly renovated basement apartment is a 1 bedroom for $1700 which includes all utilities and cable
We require proof of income
once a month a cleaning lady will enter unit to clean apartment (included in rent payment)
washer and dryer in unit
1 parking spot
Located in Wexford-Maryvale neighbourhood, close to public transit, shopping, Metro Grocery, LCBO, and the 401.
Please email pauldolab@hotmail.ca or text 4166167433","1,071 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment/1682969439"
1700,800,"House for Rent","Scarborough, ON M1P 1S3","2024-03-02 19:34:38","Basement","1 + Den","1",NA,"Not Included","0","1 Year","April 1, 2024","No","No","Yes","Yard","No","Laundry (In Unit), Fridge / Freezer",NA,"Recently upgraded bright and super clean basement apartment ideal for small family or working professional. It has one bedroom and a huge living area plus brand new kitchen and bathroom. Separate launkdry and seperate entrance.","226 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1687095414"
2239,653,"50 Burnhill Rd. - 1 Bedroom Apartment for Rent","50 Burnhill Road, Toronto, ON, M1L 4R3","2024-03-08 13:36:00","Apartment","1","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year","March 15, 2024","No","No","No","Balcony","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building","Building Features",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/50-burnhill-rd-1-bedroom-apartment-for-rent/1687611785"
2550,998,"2 bedrooms 1 bathroom for rent.","101 Markham Street, Toronto, ON",NA,"Apartment","2","1",NA,"Not Included","0","1 Year","March 1, 2024","No","No","No","Not Included","No","Dishwasher, Fridge / Freezer",NA,"101 Markham St, Toronto
Up for rent a spacious Apartment 2 bedroom in Trinity Bellwood. This is a huge apartment with a total living space over 1000sq ft. Best suite for young professional family working in downtown.","541 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-1-bathroom-for-rent/1684338898"
2150,700,"Morningside and Lawrence: 280 Morningside Avenue , 1BR","280 Morningside Avenue, Toronto, ON, M1E 3E8","2024-02-21 00:19:18","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","November 1, 2022","Yes","No","No","Balcony","Outdoors only","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building",NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/morningside-and-lawrence:-280-morningside-avenue-1br/1505840468"
2300,764,"Beautiful and bright 1 bedroom apartment","Eglinton Avenue East, Toronto, ON",NA,"Condo","1 + Den","1",NA,"Not Included","1","1 Year","March 1, 2024","Yes","No","Yes","Balcony","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Welcome to your new home at Mount Pleasant and Eglinton! This stunning 1-bedroom + den, 1-bathroom apartment is a perfect blend of modern comfort and urban convenience. Available for occupancy starting March 1st, this bright and spacious unit offers a delightful living experience in the heart of Toronto.","215 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-and-bright-1-bedroom-apartment/1683800206"
2375,550,"1 + Den 1 Bath Condo for Rent in Toronto (Spadina & Fort York)","25 Telegram Mews, Toronto, ON, M5V 3Z1","2024-02-22 22:21:45","Condo","1 + Den","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","1","1 Year","March 1, 2024","Yes","No","Yes","Balcony","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, Storage Space, Elevator in Building",NA,NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-den-1-bath-condo-for-rent-in-toronto-spadina-fort-york/1686129360"
3255,878,"South-facing One Bedroom","131 Bloor Street west, Toronto, ON, M5S 1S3","2024-03-14 00:18:00","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","Yes","Not Included","No","Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, 24 Hour Security, Bicycle Parking, Elevator in Building","Welcome home to the Colonnade!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/south-facing-one-bedroom/1688157499"
2679,748,"833 Kennedy Road - Helen Towers Apartment for Rent","833 Kennedy Road, Toronto, ON, M1K 2E3","2024-02-23 21:54:00","Apartment","1","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Elevator in Building","Situated in a family-oriented area of Scarborough, Helen Towers is a wonderful rental community located close to several schools, a childcare centre, a community centre, public library, and shopping. Your home backs onto Treverton Park – the perfect place to walk your dog or take the kids to the playground. There is a grocery store and a Shoppers Drug Mart just steps away on Eglinton Avenue East. The TTC stops outside your door and The Kennedy subway station, the Kennedy GO station, and Scarborough RT are a short walk away – making all parts of Toronto and the GTA easily accessible.All the shopping and entertainment options of Eglinton Town Centre and Eglinton Square are minutes away as well. Centennial College Ashtonbee Campus, Ashtonbee Reservoir Park, Wexford Park and nature trails are all close by.Your bright and spacious, pet-friendly rental apartment features gleaming parquet floors and a private balcony. Enjoy the convenience of on-site laundry facilities, plenty of visitor parking, and parking available for you. Experience the peace of mind that comes with monitored security cameras and a friendly on-site management team – there to handle any maintenance issues that may arise. Helen Towers is a Certified Rental Building.If you're looking for a comfortable, convenient, and family-friendly place to call home, you can stop searching. Helen Towers (833 Kennedy Road) is ready to welcome you. nullBuilding OverivewSituated in a family-oriented area of Scarborough, Helen Towers is a wonderful rental community located close to several schools, a childcare centre, a community centre, public library, and shopping. Your home backs onto Treverton Park – the perfect place to walk your dog or take the kids to the playground. There is a grocery store and a Shoppers Drug Mart just steps away on Eglinton Avenue East. The TTC stops outside your door and The Kennedy subway station, the Kennedy GO station, and Scarborough RT are a short walk away – making all parts of Toronto and the GTA easily accessible.All the shopping and entertainment options of Eglinton Town Centre and Eglinton Square are minutes away as well. Centennial College Ashtonbee Campus, Ashtonbee Reservoir Park, Wexford Park and nature trails are all close by.Your bright and spacious, pet-friendly rental apartment features gleaming parquet floors and a private balcony. Enjoy the convenience of on-site laundry facilities, plenty of visitor parking, and parking available for you. Experience the peace of mind that comes with monitored security cameras and a friendly on-site management team – there to handle any maintenance issues that may arise. Helen Towers is a Certified Rental Building.If you're looking for a comfortable, convenient, and family-friendly place to call home, you can stop searching. Helen Towers (833 Kennedy Road) is ready to welcome you.",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/833-kennedy-road-helen-towers-apartment-for-rent/1686218876"
2100,650,"Bright One Bedroom Basement Apartment for rent.","Strathmore Boulevard, Toronto, ON",NA,"Basement","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Cable / TVInternet","0","1 Year","April 1, 2024","Yes","Yes","No","Not Included","No","Laundry (In Unit), Laundry (In Building), Fridge / Freezer",NA,"Fully furnished one bedroom one bathroom apartment for rent. Three minute walk to Coxwell Subway Station. Unit has laundry and all utilities are included. Looking for someone to move April 1 or May 1st.","291 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-one-bedroom-basement-apartment-for-rent/1684460480"
2463,639,"1 Bedroom Apartment for Rent - 250 Roehampton Avenue","250 Roehampton Avenue, Toronto, ON, M4P 1R9","2024-03-09 13:36:00","Apartment","1","1",NA,"Not Included","0","1 Year","May 1, 2024","Yes","No","No","Balcony","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space","Location Details",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-250-roehampton-avenue/1687700726"
2253,603,"100 Cosburn Ave. - 1 Bedroom Apartment for Rent","100 Cosburn Ave, Toronto, ON, M4K 2G7","2024-03-08 13:24:00","Apartment","1","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year","April 20, 2024","No","No","No","Balcony","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building","Building Features",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/100-cosburn-ave-1-bedroom-apartment-for-rent/1687611833"
2850,750,"2 Bedroom 1 Bath Apartment For Rent - 1500 Eglinton Ave W","Eglinton Avenue West, York, ON","2024-03-12 14:17:02","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","March 15, 2024","Yes","No","No","Not Included","Outdoors only","Laundry (In Building)",NA,"Discover your new home at 1675 & 1685 Eglinton Avenue West Apartments. This property is situated at 1675 & 1685 Eglinton Avenue West in Toronto. This 2-bedroom apartment offers a perfect blend of comfort and convenience in a prime location.","115 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-bath-apartment-for-rent-1500-eglinton-ave-w/1681618360"
1800,600,"Single Bedroom Apartment for Rent","Etobicoke, ON M8V",NA,"Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","1","1 Year","February 5, 2024","No","No","No","Not Included","No","Laundry (In Building)",NA,"Very clean, single bedroom apartment in a low rise building, located in the Royal and Lakeshore area. Rent is $1800/month plus hydro and parking is also available. Appliances included and Laundry facilities on site. Non smoker and no pets preferred. Currently available. To schedule an appointment or for any questions please call 416-663-3145 ask for Rosa.","57 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/single-bedroom-apartment-for-rent/1683834214"
1400,800,"ONE BEDROOM BASEMENT APT, Scarb.","Scarborough, ON M1N 3P6","2024-02-24 20:26:30","Basement","1","1",NA,"Not Included","0","1 Year","April 1, 2024","No","No","No","Not Included","No","Laundry (In Building), Fridge / Freezer",NA,"Basement apartment with separate side entrance. Open concept kitchen and living room. One bedroom and one washroom. 2 closets in bedroom. On TTC route. Rent $1400 plus 40% utilities. First and last month's deposit required. Also job letter, credit check and references. Suitable for Non smoking, no pets couple or two students. Please don't contact if you have a car as there's no parking available.","447 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-basement-apt-scarb/1686319183"
2600,850,"Balcony - Spacious - Recently Renovated - Beautiful Apt","Wilson Avenue, North York, ON","2024-03-12 00:51:35","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","1","1 Year","March 16, 2024","Limited","No","No","Not Included","Outdoors only","Laundry (In Building)",NA,"Recently Renovated! Balcony, Close to Everything, one to Subway, Wilson Line TTC at Door. Very Spacious, Laundry room in building walk to shopping, close to Humber River Hospital. Small building 10 plex
call to view 416-248-0477 416-560-3393","30 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/balcony-spacious-recently-renovated-beautiful-apt/1687963338"
2550,600,"2 Bedroom in Midtown! Unfurnished Pet friendly","337 Eglinton Ave E, Toronto, ON M4P 1L7","2024-02-29 03:18:51","Apartment","2","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","1","1 Year","March 1, 2024","Yes","No","Yes","Balcony","Outdoors only","Laundry (In Building), Dishwasher, Fridge / Freezer",NA,"Move in Feb 1st - UNFURNISHED
ALL utilities included in rent cost (hydro, water, gas and parking)
Second floor unit
Shared coin laundry
Pets friendly
French Balcony
2 bedroom apartment in midtown
Parking spot behind house
Bus stop right outside door
10min walk to Eglinton station
5-10min walk to Metro, Loblaws, Shoppers, Dollarama, etc.
Schools, Churches, Parks and Library in walkable distance
Bedroom one can fit a queen size bed, two bookshelves and a desk and has a walk in closet
Bedroom two can fit a double bed and desk and has a decent sized closet","116 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-in-midtown-unfurnished-pet-friendly/1686792982"
